gate_count,replica,circuit_seed,mode,circuit_fingerprint,n_h_slots,n_t_slots,n_cnot,n_gates_total,n_quantum_params_if_vqc,r2_holdout,rmse_holdout,mae_holdout,pearson_holdout,spearman_holdout,r2_val,best_val_rmse,train_time_s,epochs_run,n_trainable_total,n_quantum_params
3,21,1072,fixed_e2e,"cx:3,0|t:3|h:0",1,1,1,3,2,0.4639362692832947,0.7244106544626333,0.5671162605285645,0.6831071972846985,0.6735900852611126,0.9830313920974731,0.1309883563803916,215.6790862083435,15.0,5599.0,0.0
3,21,1072,param_vqc,"cx:3,0|t:3|h:0",1,1,1,3,2,0.462995707988739,0.7250459080992534,0.5674272775650024,0.6851108074188232,0.6701540111512604,0.964302122592926,0.1899900594733538,143.2385778427124,15.0,867.0,2.0
3,22,1073,fixed_e2e,h:0|t:4|t:4,1,2,0,3,3,0.4701853394508362,0.7201759457186473,0.5634030699729919,0.6894043684005737,0.6767144720849786,0.9810270071029663,0.13850884861515267,216.6373701095581,15.0,5599.0,0.0
3,22,1073,param_vqc,h:0|t:4|t:4,1,2,0,3,3,0.4643063545227051,0.7241605618010662,0.5694470405578613,0.6831430196762085,0.6754716102914956,0.9311094880104065,0.26393037063559455,146.51588201522827,15.0,868.0,3.0
3,23,1074,fixed_e2e,"cx:3,2|h:0|cx:5,1",1,0,2,3,1,0.47477447986602783,0.7170501594103317,0.5597137212753296,0.6899361610412598,0.6793020964014367,0.9849638342857361,0.12330418129300849,221.2444350719452,15.0,5599.0,0.0
3,23,1074,param_vqc,"cx:3,2|h:0|cx:5,1",1,0,2,3,1,0.45636576414108276,0.7295079567875997,0.5713779330253601,0.6805768013000488,0.6720863087712157,0.9591864943504333,0.20314746512381401,139.56994819641113,15.0,866.0,1.0
3,24,1075,fixed_e2e,t:1|h:4|h:4,2,1,0,3,3,0.4740980863571167,0.7175117690420393,0.56083744764328,0.6896442770957947,0.6796346426411223,0.9838247299194336,0.12788965603526029,216.8443238735199,15.0,5599.0,0.0
3,24,1075,param_vqc,t:1|h:4|h:4,2,1,0,3,3,0.4604097604751587,0.7267895415591273,0.5684136152267456,0.6812648773193359,0.6695531784712968,0.94478440284729,0.23628738934981947,152.61149311065674,15.0,868.0,3.0
3,25,1076,fixed_e2e,t:0|t:4|h:5,1,2,0,3,3,0.46974998712539673,0.7204717662767168,0.5664503574371338,0.688518226146698,0.6766434094222623,0.9832208752632141,0.13025504387023973,214.8634970188141,15.0,5599.0,0.0
3,25,1076,param_vqc,t:0|t:4|h:5,1,2,0,3,3,0.45835012197494507,0.7281753522628931,0.5669689178466797,0.6826260089874268,0.6728327867250484,0.9708300828933716,0.1717423447286895,147.3765470981598,15.0,868.0,3.0
3,26,1077,fixed_e2e,"cx:1,2|t:3|h:3",1,1,1,3,2,0.46767109632492065,0.7218827515553361,0.5623480081558228,0.6882628798484802,0.6787288307250553,0.984488844871521,0.12523676383916482,218.26515412330627,15.0,5599.0,0.0
3,26,1077,param_vqc,"cx:1,2|t:3|h:3",1,1,1,3,2,0.46346408128738403,0.724729625666851,0.5671935677528381,0.6833665370941162,0.6692409697114681,0.9687445759773254,0.17777569259121861,146.39933896064758,15.0,867.0,2.0
3,27,1078,fixed_e2e,h:3|t:2|h:3,2,1,0,3,3,0.47171729803085327,0.7191340208397871,0.5609055757522583,0.689030647277832,0.6774572286118445,0.9851899743080139,0.12237360470052323,210.64503717422485,15.0,5599.0,0.0
